filepath,letter,skin_tone_id_pred,skin_tone_pred,skin_tone_manual,skin_tone_id_manual,skin_tone_final,skin_tone_id_final
data/train/A/A_1349.jpg,A,2,dark,,,dark,2.0
data/train/A/A_349.jpg,A,1,medium,,,medium,1.0
data/train/A/A_611.jpg,A,0,light,,,light,0.0
data/train/A/A_1177.jpg,A,2,dark,,,dark,2.0
data/train/A/A_89.jpg,A,1,medium,,,medium,1.0
data/train/A/A_177.jpg,A,1,medium,,,medium,1.0
data/train/A/A_163.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1163.jpg,A,2,dark,,,dark,2.0
data/train/A/A_605.jpg,A,0,light,,,light,0.0
data/train/A/A_639.jpg,A,0,light,,,light,0.0
data/train/A/A_836.jpg,A,0,light,,,light,0.0
data/train/A/A_1188.jpg,A,2,dark,,,dark,2.0
data/train/A/A_188.jpg,A,1,medium,,,medium,1.0
data/train/A/A_76.jpg,A,1,medium,,,medium,1.0
data/train/A/A_62.jpg,A,1,medium,,,medium,1.0
data/train/A/A_822.jpg,A,0,light,,,light,0.0
data/train/A/A_74.jpg,A,1,medium,,,medium,1.0
data/train/A/A_834.jpg,A,0,light,,,light,0.0
data/train/A/A_820.jpg,A,0,light,,,light,0.0
data/train/A/A_60.jpg,A,1,medium,,,medium,1.0
data/train/A/A_48.jpg,A,1,medium,,,medium,1.0
data/train/A/A_808.jpg,A,0,light,,,light,0.0
data/train/A/A_1149.jpg,A,2,dark,,,dark,2.0
data/train/A/A_149.jpg,A,1,medium,,,medium,1.0
data/train/A/A_175.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1175.jpg,A,2,dark,,,dark,2.0
data/train/A/A_613.jpg,A,0,light,,,light,0.0
data/train/A/A_607.jpg,A,0,light,,,light,0.0
data/train/A/A_1161.jpg,A,2,dark,,,dark,2.0
data/train/A/A_161.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1388.jpg,A,2,dark,,,dark,2.0
data/train/A/A_388.jpg,A,1,medium,,,medium,1.0
data/train/A/A_439.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1439.jpg,A,2,dark,,,dark,2.0
data/train/A/A_411.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1411.jpg,A,2,dark,,,dark,2.0
data/train/A/A_1377.jpg,A,2,dark,,,dark,2.0
data/train/A/A_377.jpg,A,1,medium,,,medium,1.0
data/train/A/A_363.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1363.jpg,A,2,dark,,,dark,2.0
data/train/A/A_1405.jpg,A,2,dark,,,dark,2.0
data/train/A/A_405.jpg,A,1,medium,,,medium,1.0
data/train/A/A_5.jpg,A,1,medium,,,medium,1.0
data/train/A/A_559.jpg,A,0,light,,,light,0.0
data/train/A/A_565.jpg,A,0,light,,,light,0.0
data/train/A/A_1203.jpg,A,2,dark,,,dark,2.0
data/train/A/A_203.jpg,A,1,medium,,,medium,1.0
data/train/A/A_217.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1217.jpg,A,2,dark,,,dark,2.0
data/train/A/A_571.jpg,A,0,light,,,light,0.0
data/train/A/A_940.jpg,A,0,light,,,light,0.0
data/train/A/A_798.jpg,A,0,light,,,light,0.0
data/train/A/A_954.jpg,A,0,light,,,light,0.0
data/train/A/A_968.jpg,A,0,light,,,light,0.0
data/train/A/A_983.jpg,A,0,light,,,light,0.0
data/train/A/A_997.jpg,A,0,light,,,light,0.0
data/train/A/A_1029.jpg,A,2,dark,,,dark,2.0
data/train/A/A_1001.jpg,A,2,dark,,,dark,2.0
data/train/A/A_767.jpg,A,0,light,,,light,0.0
data/train/A/A_773.jpg,A,0,light,,,light,0.0
data/train/A/A_1015.jpg,A,2,dark,,,dark,2.0
data/train/A/A_772.jpg,A,0,light,,,light,0.0
data/train/A/A_1014.jpg,A,2,dark,,,dark,2.0
data/train/A/A_1000.jpg,A,0,light,,,light,0.0
data/train/A/A_766.jpg,A,0,light,,,light,0.0
data/train/A/A_996.jpg,A,0,light,,,light,0.0
data/train/A/A_1028.jpg,A,2,dark,,,dark,2.0
data/train/A/A_982.jpg,A,0,light,,,light,0.0
data/train/A/A_969.jpg,A,0,light,,,light,0.0
data/train/A/A_955.jpg,A,0,light,,,light,0.0
data/train/A/A_799.jpg,A,0,light,,,light,0.0
data/train/A/A_941.jpg,A,0,light,,,light,0.0
data/train/A/A_1216.jpg,A,2,dark,,,dark,2.0
data/train/A/A_216.jpg,A,1,medium,,,medium,1.0
data/train/A/A_570.jpg,A,0,light,,,light,0.0
data/train/A/A_564.jpg,A,0,light,,,light,0.0
data/train/A/A_202.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1202.jpg,A,2,dark,,,dark,2.0
data/train/A/A_558.jpg,A,0,light,,,light,0.0
data/train/A/A_4.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1362.jpg,A,2,dark,,,dark,2.0
data/train/A/A_362.jpg,A,1,medium,,,medium,1.0
data/train/A/A_404.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1404.jpg,A,2,dark,,,dark,2.0
data/train/A/A_1410.jpg,A,2,dark,,,dark,2.0
data/train/A/A_410.jpg,A,1,medium,,,medium,1.0
data/train/A/A_376.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1376.jpg,A,2,dark,,,dark,2.0
data/train/A/A_1438.jpg,A,2,dark,,,dark,2.0
data/train/A/A_438.jpg,A,1,medium,,,medium,1.0
data/train/A/A_389.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1389.jpg,A,2,dark,,,dark,2.0
data/train/A/A_606.jpg,A,0,light,,,light,0.0
data/train/A/A_160.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1160.jpg,A,2,dark,,,dark,2.0
data/train/A/A_1174.jpg,A,2,dark,,,dark,2.0
data/train/A/A_174.jpg,A,1,medium,,,medium,1.0
data/train/A/A_612.jpg,A,0,light,,,light,0.0
data/train/A/A_148.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1148.jpg,A,2,dark,,,dark,2.0
data/train/A/A_49.jpg,A,1,medium,,,medium,1.0
data/train/A/A_809.jpg,A,0,light,,,light,0.0
data/train/A/A_821.jpg,A,0,light,,,light,0.0
data/train/A/A_61.jpg,A,1,medium,,,medium,1.0
data/train/A/A_75.jpg,A,1,medium,,,medium,1.0
data/train/A/A_835.jpg,A,0,light,,,light,0.0
data/train/A/A_59.jpg,A,1,medium,,,medium,1.0
data/train/A/A_819.jpg,A,0,light,,,light,0.0
data/train/A/A_831.jpg,A,0,light,light,0.0,light,0.0
data/train/A/A_71.jpg,A,1,medium,,,medium,1.0
data/train/A/A_65.jpg,A,1,medium,,,medium,1.0
data/train/A/A_825.jpg,A,0,light,,,light,0.0
data/train/A/A_616.jpg,A,0,light,,,light,0.0
data/train/A/A_170.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1170.jpg,A,2,dark,,,dark,2.0
data/train/A/A_1164.jpg,A,2,dark,,,dark,2.0
data/train/A/A_164.jpg,A,1,medium,,,medium,1.0
data/train/A/A_602.jpg,A,0,light,,,light,0.0
data/train/A/A_158.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1158.jpg,A,2,dark,,,dark,2.0
data/train/A/A_399.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1399.jpg,A,2,dark,dark,2.0,dark,2.0
data/train/A/A_1372.jpg,A,2,dark,,,dark,2.0
data/train/A/A_372.jpg,A,1,medium,,,medium,1.0
data/train/A/A_414.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1414.jpg,A,2,dark,,,dark,2.0
data/train/A/A_1400.jpg,A,2,dark,,,dark,2.0
data/train/A/A_400.jpg,A,1,medium,,,medium,1.0
data/train/A/A_366.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1366.jpg,A,2,dark,,,dark,2.0
data/train/A/A_1428.jpg,A,2,dark,,,dark,2.0
data/train/A/A_428.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1206.jpg,A,2,dark,,,dark,2.0
data/train/A/A_206.jpg,A,1,medium,,,medium,1.0
data/train/A/A_560.jpg,A,0,light,,,light,0.0
data/train/A/A_574.jpg,A,0,light,,,light,0.0
data/train/A/A_212.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1212.jpg,A,2,dark,,,dark,2.0
data/train/A/A_548.jpg,A,0,light,,,light,0.0
data/train/A/A_979.jpg,A,0,light,light,0.0,light,0.0
data/train/A/A_945.jpg,A,0,light,,,light,0.0
data/train/A/A_951.jpg,A,0,light,,,light,0.0
data/train/A/A_789.jpg,A,0,light,,,light,0.0
data/train/A/A_762.jpg,A,0,light,,,light,0.0
data/train/A/A_1004.jpg,A,2,dark,,,dark,2.0
data/train/A/A_1010.jpg,A,2,dark,,,dark,2.0
data/train/A/A_776.jpg,A,0,light,,,light,0.0
data/train/A/A_986.jpg,A,0,light,,,light,0.0
data/train/A/A_1038.jpg,A,2,dark,,,dark,2.0
data/train/A/A_992.jpg,A,0,light,,,light,0.0
data/train/A/A_993.jpg,A,0,light,,,light,0.0
data/train/A/A_987.jpg,A,0,light,,,light,0.0
data/train/A/A_1039.jpg,A,2,dark,,,dark,2.0
data/train/A/A_1011.jpg,A,2,dark,,,dark,2.0
data/train/A/A_777.jpg,A,0,light,,,light,0.0
data/train/A/A_763.jpg,A,0,light,,,light,0.0
data/train/A/A_1005.jpg,A,2,dark,,,dark,2.0
data/train/A/A_788.jpg,A,0,light,,,light,0.0
data/train/A/A_950.jpg,A,0,light,light,0.0,light,0.0
data/train/A/A_944.jpg,A,0,light,,,light,0.0
data/train/A/A_978.jpg,A,0,light,,,light,0.0
data/train/A/A_549.jpg,A,0,light,,,light,0.0
data/train/A/A_575.jpg,A,0,light,,,light,0.0
data/train/A/A_1213.jpg,A,2,dark,,,dark,2.0
data/train/A/A_213.jpg,A,1,medium,,,medium,1.0
data/train/A/A_207.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1207.jpg,A,2,dark,,,dark,2.0
data/train/A/A_561.jpg,A,0,light,,,light,0.0
data/train/A/A_1.jpg,A,1,medium,,,medium,1.0
data/train/A/A_429.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1429.jpg,A,2,dark,,,dark,2.0
data/train/A/A_401.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1401.jpg,A,2,dark,,,dark,2.0
data/train/A/A_1367.jpg,A,2,dark,,,dark,2.0
data/train/A/A_367.jpg,A,1,medium,,,medium,1.0
data/train/A/A_373.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1373.jpg,A,2,dark,,,dark,2.0
data/train/A/A_1415.jpg,A,2,dark,,,dark,2.0
data/train/A/A_415.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1398.jpg,A,2,dark,,,dark,2.0
data/train/A/A_398.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1159.jpg,A,2,dark,,,dark,2.0
data/train/A/A_159.jpg,A,1,medium,,,medium,1.0
data/train/A/A_165.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1165.jpg,A,2,dark,,,dark,2.0
data/train/A/A_603.jpg,A,0,light,,,light,0.0
data/train/A/A_617.jpg,A,0,light,,,light,0.0
data/train/A/A_1171.jpg,A,2,dark,,,dark,2.0
data/train/A/A_171.jpg,A,1,medium,,,medium,1.0
data/train/A/A_64.jpg,A,1,medium,,,medium,1.0
data/train/A/A_824.jpg,A,0,light,,,light,0.0
data/train/A/A_830.jpg,A,0,light,,,light,0.0
data/train/A/A_70.jpg,A,1,medium,,,medium,1.0
data/train/A/A_58.jpg,A,1,medium,,,medium,1.0
data/train/A/A_818.jpg,A,0,light,,,light,0.0
data/train/A/A_826.jpg,A,0,light,,,light,0.0
data/train/A/A_1198.jpg,A,2,dark,,,dark,2.0
data/train/A/A_66.jpg,A,1,medium,,,medium,1.0
data/train/A/A_198.jpg,A,1,medium,,,medium,1.0
data/train/A/A_72.jpg,A,1,medium,,,medium,1.0
data/train/A/A_832.jpg,A,0,light,,,light,0.0
data/train/A/A_601.jpg,A,0,light,,,light,0.0
data/train/A/A_1167.jpg,A,2,dark,,,dark,2.0
data/train/A/A_167.jpg,A,1,medium,,,medium,1.0
data/train/A/A_99.jpg,A,1,medium,,,medium,1.0
data/train/A/A_173.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1173.jpg,A,2,dark,,,dark,2.0
data/train/A/A_615.jpg,A,0,light,,,light,0.0
data/train/A/A_629.jpg,A,0,light,,,light,0.0
data/train/A/A_365.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1365.jpg,A,2,dark,,,dark,2.0
data/train/A/A_1403.jpg,A,2,dark,,,dark,2.0
data/train/A/A_403.jpg,A,1,medium,,,medium,1.0
data/train/A/A_417.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1417.jpg,A,2,dark,,,dark,2.0
data/train/A/A_1371.jpg,A,2,dark,dark,2.0,dark,2.0
data/train/A/A_371.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1359.jpg,A,2,dark,,,dark,2.0
data/train/A/A_359.jpg,A,1,medium,,,medium,1.0
data/train/A/A_588.jpg,A,0,light,,,light,0.0
data/train/A/A_3.jpg,A,1,medium,,,medium,1.0
data/train/A/A_211.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1211.jpg,A,2,dark,,,dark,2.0
data/train/A/A_577.jpg,A,0,light,,,light,0.0
data/train/A/A_563.jpg,A,0,light,,,light,0.0
data/train/A/A_1205.jpg,A,2,dark,,,dark,2.0
data/train/A/A_205.jpg,A,1,medium,,,medium,1.0
data/train/A/A_239.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1239.jpg,A,2,dark,,,dark,2.0
data/train/A/A_952.jpg,A,0,light,,,light,0.0
data/train/A/A_946.jpg,A,0,light,,,light,0.0
data/train/A/A_775.jpg,A,0,light,,,light,0.0
data/train/A/A_1013.jpg,A,2,dark,,,dark,2.0
data/train/A/A_1007.jpg,A,2,dark,,,dark,2.0
data/train/A/A_761.jpg,A,0,light,,,light,0.0
data/train/A/A_749.jpg,A,0,light,,,light,0.0
data/train/A/A_991.jpg,A,0,light,,,light,0.0
data/train/A/A_985.jpg,A,0,light,,,light,0.0
data/train/A/A_984.jpg,A,0,light,,,light,0.0
data/train/A/A_990.jpg,A,0,light,,,light,0.0
data/train/A/A_748.jpg,A,0,light,,,light,0.0
data/train/A/A_1006.jpg,A,2,dark,,,dark,2.0
data/train/A/A_760.jpg,A,0,light,,,light,0.0
data/train/A/A_774.jpg,A,0,light,,,light,0.0
data/train/A/A_1012.jpg,A,2,dark,,,dark,2.0
data/train/A/A_947.jpg,A,0,light,,,light,0.0
data/train/A/A_953.jpg,A,0,light,,,light,0.0
data/train/A/A_1238.jpg,A,2,dark,,,dark,2.0
data/train/A/A_238.jpg,A,1,medium,,,medium,1.0
data/train/A/A_562.jpg,A,0,light,,,light,0.0
data/train/A/A_204.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1204.jpg,A,2,dark,,,dark,2.0
data/train/A/A_1210.jpg,A,2,dark,,,dark,2.0
data/train/A/A_210.jpg,A,1,medium,,,medium,1.0
data/train/A/A_576.jpg,A,0,light,,,light,0.0
data/train/A/A_2.jpg,A,1,medium,,,medium,1.0
data/train/A/A_589.jpg,A,0,light,,,light,0.0
data/train/A/A_358.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1358.jpg,A,2,dark,,,dark,2.0
data/train/A/A_1416.jpg,A,2,dark,,,dark,2.0
data/train/A/A_416.jpg,A,1,medium,,,medium,1.0
data/train/A/A_370.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1370.jpg,A,2,dark,,,dark,2.0
data/train/A/A_1364.jpg,A,2,dark,,,dark,2.0
data/train/A/A_364.jpg,A,1,medium,,,medium,1.0
data/train/A/A_402.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1402.jpg,A,2,dark,,,dark,2.0
data/train/A/A_628.jpg,A,0,light,,,light,0.0
data/train/A/A_1172.jpg,A,2,dark,,,dark,2.0
data/train/A/A_172.jpg,A,1,medium,,,medium,1.0
data/train/A/A_614.jpg,A,0,light,,,light,0.0
data/train/A/A_600.jpg,A,0,light,,,light,0.0
data/train/A/A_98.jpg,A,1,medium,,,medium,1.0
data/train/A/A_166.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1166.jpg,A,2,dark,,,dark,2.0
data/train/A/A_73.jpg,A,1,medium,,,medium,1.0
data/train/A/A_833.jpg,A,0,light,,,light,0.0
data/train/A/A_827.jpg,A,0,light,,,light,0.0
data/train/A/A_199.jpg,A,1,medium,,,medium,1.0
data/train/A/A_67.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1199.jpg,A,2,dark,,,dark,2.0
data/train/A/A_698.jpg,A,0,light,,,light,0.0
data/train/A/A_840.jpg,A,0,light,,,light,0.0
data/train/A/A_14.jpg,A,1,medium,,,medium,1.0
data/train/A/A_854.jpg,A,0,light,,,light,0.0
data/train/A/A_28.jpg,A,1,medium,,,medium,1.0
data/train/A/A_868.jpg,A,0,light,,,light,0.0
data/train/A/A_883.jpg,A,0,light,,,light,0.0
data/train/A/A_129.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1129.jpg,A,2,dark,,,dark,2.0
data/train/A/A_897.jpg,A,0,light,,,light,0.0
data/train/A/A_667.jpg,A,0,light,,,light,0.0
data/train/A/A_101.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1101.jpg,A,2,dark,,,dark,2.0
data/train/A/A_1115.jpg,A,2,dark,,,dark,2.0
data/train/A/A_115.jpg,A,1,medium,,,medium,1.0
data/train/A/A_673.jpg,A,0,light,,,light,0.0
data/train/A/A_1459.jpg,A,2,dark,,,dark,2.0
data/train/A/A_459.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1303.jpg,A,2,dark,,,dark,2.0
data/train/A/A_303.jpg,A,1,medium,,,medium,1.0
data/train/A/A_465.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1465.jpg,A,2,dark,,,dark,2.0
data/train/A/A_1471.jpg,A,2,dark,,,dark,2.0
data/train/A/A_471.jpg,A,1,medium,,,medium,1.0
data/train/A/A_317.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1317.jpg,A,2,dark,,,dark,2.0
data/train/A/A_1288.jpg,A,2,dark,,,dark,2.0
data/train/A/A_288.jpg,A,1,medium,,,medium,1.0
data/train/A/A_539.jpg,A,0,light,,,light,0.0
data/train/A/A_1277.jpg,A,2,dark,,,dark,2.0
data/train/A/A_277.jpg,A,1,medium,,,medium,1.0
data/train/A/A_511.jpg,A,0,light,,,light,0.0
data/train/A/A_505.jpg,A,0,light,,,light,0.0
data/train/A/A_263.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1263.jpg,A,2,dark,,,dark,2.0
data/train/A/A_934.jpg,A,0,light,,,light,0.0
data/train/A/A_920.jpg,A,0,light,,,light,0.0
data/train/A/A_908.jpg,A,0,light,,,light,0.0
data/train/A/A_1049.jpg,A,2,dark,,,dark,2.0
data/train/A/A_713.jpg,A,0,light,,,light,0.0
data/train/A/A_1075.jpg,A,2,dark,,,dark,2.0
data/train/A/A_1061.jpg,A,2,dark,,,dark,2.0
data/train/A/A_707.jpg,A,0,light,,,light,0.0
data/train/A/A_1060.jpg,A,2,dark,,,dark,2.0
data/train/A/A_706.jpg,A,0,light,,,light,0.0
data/train/A/A_712.jpg,A,0,light,,,light,0.0
data/train/A/A_1074.jpg,A,2,dark,,,dark,2.0
data/train/A/A_1048.jpg,A,2,dark,,,dark,2.0
data/train/A/A_909.jpg,A,0,light,,,light,0.0
data/train/A/A_921.jpg,A,0,light,,,light,0.0
data/train/A/A_935.jpg,A,0,light,,,light,0.0
data/train/A/A_504.jpg,A,0,light,,,light,0.0
data/train/A/A_1262.jpg,A,2,dark,,,dark,2.0
data/train/A/A_262.jpg,A,1,medium,,,medium,1.0
data/train/A/A_276.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1276.jpg,A,2,dark,,,dark,2.0
data/train/A/A_510.jpg,A,0,light,,,light,0.0
data/train/A/A_538.jpg,A,0,light,,,light,0.0
data/train/A/A_289.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1289.jpg,A,2,dark,,,dark,2.0
data/train/A/A_470.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1470.jpg,A,2,dark,,,dark,2.0
data/train/A/A_1316.jpg,A,2,dark,,,dark,2.0
data/train/A/A_316.jpg,A,1,medium,,,medium,1.0
data/train/A/A_302.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1302.jpg,A,2,dark,,,dark,2.0
data/train/A/A_1464.jpg,A,2,dark,,,dark,2.0
data/train/A/A_464.jpg,A,1,medium,,,medium,1.0
data/train/A/A_458.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1458.jpg,A,2,dark,,,dark,2.0
data/train/A/A_114.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1114.jpg,A,2,dark,,,dark,2.0
data/train/A/A_672.jpg,A,0,light,,,light,0.0
data/train/A/A_666.jpg,A,0,light,,,light,0.0
data/train/A/A_1100.jpg,A,2,dark,,,dark,2.0
data/train/A/A_100.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1128.jpg,A,2,dark,,,dark,2.0
data/train/A/A_128.jpg,A,1,medium,,,medium,1.0
data/train/A/A_896.jpg,A,0,light,,,light,0.0
data/train/A/A_882.jpg,A,0,light,,,light,0.0
data/train/A/A_29.jpg,A,1,medium,,,medium,1.0
data/train/A/A_869.jpg,A,0,light,,,light,0.0
data/train/A/A_15.jpg,A,1,medium,,,medium,1.0
data/train/A/A_855.jpg,A,0,light,,,light,0.0
data/train/A/A_841.jpg,A,0,light,,,light,0.0
data/train/A/A_699.jpg,A,0,light,,,light,0.0
data/train/A/A_857.jpg,A,0,light,,,light,0.0
data/train/A/A_17.jpg,A,1,medium,,,medium,1.0
data/train/A/A_843.jpg,A,0,light,,,light,0.0
data/train/A/A_894.jpg,A,0,light,,,light,0.0
data/train/A/A_880.jpg,A,0,light,,,light,0.0
data/train/A/A_658.jpg,A,0,light,,,light,0.0
data/train/A/A_670.jpg,A,0,light,,,light,0.0
data/train/A/A_1116.jpg,A,2,dark,,,dark,2.0
data/train/A/A_116.jpg,A,1,medium,,,medium,1.0
data/train/A/A_102.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1102.jpg,A,2,dark,dark,2.0,dark,2.0
data/train/A/A_664.jpg,A,0,light,,,light,0.0
data/train/A/A_499.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1499.jpg,A,2,dark,,,dark,2.0
data/train/A/A_1328.jpg,A,2,dark,,,dark,2.0
data/train/A/A_328.jpg,A,1,medium,,,medium,1.0
data/train/A/A_314.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1314.jpg,A,2,dark,,,dark,2.0
data/train/A/A_1472.jpg,A,2,dark,,,dark,2.0
data/train/A/A_472.jpg,A,1,medium,,,medium,1.0
data/train/A/A_466.jpg,A,1,medium,medium,1.0,medium,1.0
data/train/A/A_1466.jpg,A,2,dark,,,dark,2.0
data/train/A/A_1300.jpg,A,2,dark,,,dark,2.0
data/train/A/A_300.jpg,A,1,medium,,,medium,1.0
data/train/A/A_248.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1248.jpg,A,2,dark,,,dark,2.0
data/train/A/A_260.jpg,A,1,medium,,,medium,1.0
data/train/A/A_1260.jpg,A,2,dark,,,dark,2.0
data/train/A/A_506.jpg,A,0,light,,,light,0.0
data/train/A/A_512.jpg,A,0,light,,,light,0.0
